"instance_id","solver","time","type"
"images-CVIU11-10-139","supplementallad",130,"alg"
"images-CVIU11-10-20","supplementallad",458,"alg"
"images-CVIU11-10-50","supplementallad",758,"alg"
"images-CVIU11-10-58","supplementallad",199,"alg"
"images-CVIU11-10-60","supplementallad",292,"alg"
"images-CVIU11-10-93","supplementallad",394,"alg"
"images-CVIU11-11-4","supplementallad",394,"alg"
"images-CVIU11-11-72","supplementallad",445,"alg"
"images-CVIU11-11-8","supplementallad",290,"alg"
"images-CVIU11-12-115","supplementallad",3167,"alg"
"images-CVIU11-12-137","supplementallad",881,"alg"
"images-CVIU11-12-141","supplementallad",874,"alg"
"images-CVIU11-12-4","supplementallad",4373,"alg"
"images-CVIU11-13-118","supplementallad",21,"alg"
"images-CVIU11-13-128","supplementallad",31,"alg"
"images-CVIU11-13-13","supplementallad",26,"alg"
"images-CVIU11-13-30","supplementallad",37,"alg"
"images-CVIU11-13-46","supplementallad",26,"alg"
"images-CVIU11-13-7","supplementallad",118,"alg"
"images-CVIU11-14-106","supplementallad",1946,"alg"
"images-CVIU11-14-146","supplementallad",2793,"alg"
"images-CVIU11-14-16","supplementallad",432,"alg"
"images-CVIU11-14-31","supplementallad",1994,"alg"
"images-CVIU11-14-63","supplementallad",2642,"alg"
"images-CVIU11-14-96","supplementallad",987,"alg"
"images-CVIU11-15-146","supplementallad",3697,"alg"
"images-CVIU11-16-143","supplementallad",367,"alg"
"images-CVIU11-16-37","supplementallad",1814,"alg"
"images-CVIU11-16-55","supplementallad",459,"alg"
"images-CVIU11-17-107","supplementallad",203,"alg"
"images-CVIU11-17-82","supplementallad",345,"alg"
"images-CVIU11-18-137","supplementallad",210,"alg"
"images-CVIU11-18-139","supplementallad",272,"alg"
"images-CVIU11-18-27","supplementallad",661,"alg"
"images-CVIU11-18-33","supplementallad",1738,"alg"
"images-CVIU11-18-82","supplementallad",939,"alg"
"images-CVIU11-18-85","supplementallad",1398,"alg"
"images-CVIU11-19-129","supplementallad",1177,"alg"
"images-CVIU11-19-131","supplementallad",2890,"alg"
"images-CVIU11-2-33","supplementallad",1358,"alg"
"images-CVIU11-2-50","supplementallad",1575,"alg"
"images-CVIU11-2-54","supplementallad",276,"alg"
"images-CVIU11-2-60","supplementallad",314,"alg"
"images-CVIU11-2-63","supplementallad",503,"alg"
"images-CVIU11-2-79","supplementallad",199,"alg"
"images-CVIU11-20-134","supplementallad",2450,"alg"
"images-CVIU11-20-31","supplementallad",3435,"alg"
"images-CVIU11-20-46","supplementallad",3102,"alg"
"images-CVIU11-20-72","supplementallad",4039,"alg"
"images-CVIU11-20-88","supplementallad",3949,"alg"
"images-CVIU11-21-102","supplementallad",1038,"alg"
"images-CVIU11-21-119","supplementallad",8452,"alg"
"images-CVIU11-21-9","supplementallad",2969,"alg"
"images-CVIU11-22-100","supplementallad",611,"alg"
"images-CVIU11-22-107","supplementallad",2131,"alg"
"images-CVIU11-22-110","supplementallad",1164,"alg"
"images-CVIU11-22-118","supplementallad",2459,"alg"
"images-CVIU11-22-12","supplementallad",2925,"alg"
"images-CVIU11-23-113","supplementallad",1339,"alg"
"images-CVIU11-23-143","supplementallad",1171,"alg"
"images-CVIU11-23-48","supplementallad",1623,"alg"
"images-CVIU11-24-113","supplementallad",198,"alg"
"images-CVIU11-24-49","supplementallad",265,"alg"
"images-CVIU11-24-5","supplementallad",491,"alg"
"images-CVIU11-24-77","supplementallad",641,"alg"
"images-CVIU11-25-139","supplementallad",1248,"alg"
"images-CVIU11-25-61","supplementallad",5420,"alg"
"images-CVIU11-25-66","supplementallad",1783,"alg"
"images-CVIU11-25-70","supplementallad",6301,"alg"
"images-CVIU11-25-77","supplementallad",7642,"alg"
"images-CVIU11-25-97","supplementallad",1892,"alg"
"images-CVIU11-26-106","supplementallad",1025,"alg"
"images-CVIU11-26-138","supplementallad",2328,"alg"
"images-CVIU11-26-57","supplementallad",2774,"alg"
"images-CVIU11-26-70","supplementallad",1872,"alg"
"images-CVIU11-26-71","supplementallad",1856,"alg"
"images-CVIU11-26-75","supplementallad",2251,"alg"
"images-CVIU11-26-77","supplementallad",2443,"alg"
"images-CVIU11-26-78","supplementallad",2291,"alg"
"images-CVIU11-27-125","supplementallad",5158,"alg"
"images-CVIU11-27-137","supplementallad",1426,"alg"
"images-CVIU11-27-144","supplementallad",3418,"alg"
"images-CVIU11-27-17","supplementallad",5514,"alg"
"images-CVIU11-27-36","supplementallad",2991,"alg"
"images-CVIU11-28-130","supplementallad",350,"alg"
"images-CVIU11-28-135","supplementallad",1093,"alg"
"images-CVIU11-28-99","supplementallad",2141,"alg"
"images-CVIU11-29-107","supplementallad",694,"alg"
"images-CVIU11-29-112","supplementallad",319,"alg"
"images-CVIU11-29-114","supplementallad",269,"alg"
"images-CVIU11-29-116","supplementallad",1997,"alg"
"images-CVIU11-29-12","supplementallad",870,"alg"
"images-CVIU11-29-21","supplementallad",868,"alg"
"images-CVIU11-29-3","supplementallad",1071,"alg"
"images-CVIU11-29-39","supplementallad",515,"alg"
"images-CVIU11-29-75","supplementallad",1735,"alg"
"images-CVIU11-29-76","supplementallad",1808,"alg"
"images-CVIU11-29-79","supplementallad",305,"alg"
"images-CVIU11-29-8","supplementallad",707,"alg"
"images-CVIU11-29-82","supplementallad",966,"alg"
"images-CVIU11-3-106","supplementallad",5765,"alg"
"images-CVIU11-3-138","supplementallad",12971,"alg"
"images-CVIU11-3-37","supplementallad",13126,"alg"
"images-CVIU11-3-48","supplementallad",3078,"alg"
"images-CVIU11-3-56","supplementallad",1978,"alg"
"images-CVIU11-3-74","supplementallad",11966,"alg"
"images-CVIU11-30-1","supplementallad",5088,"alg"
"images-CVIU11-30-11","supplementallad",1293,"alg"
"images-CVIU11-30-115","supplementallad",3384,"alg"
"images-CVIU11-30-12","supplementallad",4185,"alg"
"images-CVIU11-30-42","supplementallad",4287,"alg"
"images-CVIU11-30-66","supplementallad",2494,"alg"
"images-CVIU11-31-109","supplementallad",4102,"alg"
"images-CVIU11-31-39","supplementallad",2151,"alg"
"images-CVIU11-33-109","supplementallad",522,"alg"
"images-CVIU11-33-59","supplementallad",717,"alg"
"images-CVIU11-33-71","supplementallad",577,"alg"
"images-CVIU11-33-86","supplementallad",317,"alg"
"images-CVIU11-33-88","supplementallad",579,"alg"
"images-CVIU11-33-93","supplementallad",445,"alg"
"images-CVIU11-34-106","supplementallad",625,"alg"
"images-CVIU11-34-135","supplementallad",360,"alg"
"images-CVIU11-34-88","supplementallad",772,"alg"
"images-CVIU11-34-9","supplementallad",404,"alg"
"images-CVIU11-35-68","supplementallad",2375,"alg"
"images-CVIU11-36-11","supplementallad",813,"alg"
"images-CVIU11-36-112","supplementallad",226,"alg"
"images-CVIU11-36-140","supplementallad",215,"alg"
"images-CVIU11-37-140","supplementallad",1322,"alg"
"images-CVIU11-37-146","supplementallad",7287,"alg"
"images-CVIU11-37-41","supplementallad",2861,"alg"
"images-CVIU11-37-54","supplementallad",2853,"alg"
"images-CVIU11-37-70","supplementallad",7501,"alg"
"images-CVIU11-37-84","supplementallad",314,"alg"
"images-CVIU11-38-1","supplementallad",4138,"alg"
"images-CVIU11-38-10","supplementallad",3192,"alg"
"images-CVIU11-38-131","supplementallad",1778,"alg"
"images-CVIU11-38-23","supplementallad",4317,"alg"
"images-CVIU11-38-71","supplementallad",6113,"alg"
"images-CVIU11-38-78","supplementallad",8860,"alg"
"images-CVIU11-39-107","supplementallad",231,"alg"
"images-CVIU11-39-37","supplementallad",380,"alg"
"images-CVIU11-39-68","supplementallad",410,"alg"
"images-CVIU11-39-80","supplementallad",173,"alg"
"images-CVIU11-4-42","supplementallad",1569,"alg"
"images-CVIU11-4-50","supplementallad",3959,"alg"
"images-CVIU11-40-126","supplementallad",705,"alg"
"images-CVIU11-40-136","supplementallad",4618,"alg"
"images-CVIU11-40-139","supplementallad",2075,"alg"
"images-CVIU11-40-23","supplementallad",6700,"alg"
"images-CVIU11-40-46","supplementallad",6574,"alg"
"images-CVIU11-40-8","supplementallad",5096,"alg"
"images-CVIU11-41-113","supplementallad",1901,"alg"
"images-CVIU11-41-4","supplementallad",5066,"alg"
"images-CVIU11-41-86","supplementallad",3672,"alg"
"images-CVIU11-41-88","supplementallad",6199,"alg"
"images-CVIU11-42-112","supplementallad",1090,"alg"
"images-CVIU11-42-122","supplementallad",2237,"alg"
"images-CVIU11-42-53","supplementallad",1652,"alg"
"images-CVIU11-42-68","supplementallad",6229,"alg"
"images-CVIU11-42-78","supplementallad",6439,"alg"
"images-CVIU11-42-80","supplementallad",1360,"alg"
"images-CVIU11-42-88","supplementallad",4561,"alg"
"images-CVIU11-43-112","supplementallad",861,"alg"
"images-CVIU11-43-65","supplementallad",1341,"alg"
"images-CVIU11-43-76","supplementallad",3940,"alg"
"images-CVIU11-44-119","supplementallad",6491,"alg"
"images-CVIU11-44-20","supplementallad",4269,"alg"
"images-CVIU11-44-98","supplementallad",847,"alg"
"images-CVIU11-5-134","supplementallad",2132,"alg"
"images-CVIU11-5-19","supplementallad",6820,"alg"
"images-CVIU11-5-62","supplementallad",5577,"alg"
"images-CVIU11-6-119","supplementallad",3144,"alg"
"images-CVIU11-6-25","supplementallad",610,"alg"
"images-CVIU11-6-58","supplementallad",575,"alg"
"images-CVIU11-7-56","supplementallad",301,"alg"
"images-CVIU11-7-96","supplementallad",492,"alg"
"images-CVIU11-8-120","supplementallad",149,"alg"
"images-CVIU11-8-20","supplementallad",156,"alg"
"images-CVIU11-8-68","supplementallad",264,"alg"
"images-CVIU11-8-83","supplementallad",170,"alg"
"images-CVIU11-9-110","supplementallad",2012,"alg"
"meshes-CVIU11-1-511","supplementallad",242,"alg"
"meshes-CVIU11-2-447","supplementallad",286,"alg"
"meshes-CVIU11-2-511","supplementallad",257,"alg"
"meshes-CVIU11-3-12","supplementallad",25,"alg"
"meshes-CVIU11-3-139","supplementallad",13800,"alg"
"meshes-CVIU11-3-158","supplementallad",27861242,"alg"
"meshes-CVIU11-3-213","supplementallad",6982,"alg"
"meshes-CVIU11-3-218","supplementallad",1342,"alg"
"meshes-CVIU11-3-242","supplementallad",7598,"alg"
"meshes-CVIU11-3-246","supplementallad",991,"alg"
"meshes-CVIU11-3-251","supplementallad",92,"alg"
"meshes-CVIU11-3-289","supplementallad",21,"alg"
"meshes-CVIU11-3-290","supplementallad",162,"alg"
"meshes-CVIU11-3-313","supplementallad",1e+08,"alg"
"meshes-CVIU11-3-325","supplementallad",68,"alg"
"meshes-CVIU11-3-35","supplementallad",169,"alg"
"meshes-CVIU11-3-357","supplementallad",90,"alg"
"meshes-CVIU11-3-434","supplementallad",31751260,"alg"
"meshes-CVIU11-3-448","supplementallad",2094,"alg"
"meshes-CVIU11-3-45","supplementallad",920,"alg"
"meshes-CVIU11-3-484","supplementallad",4211,"alg"
"meshes-CVIU11-3-501","supplementallad",5542,"alg"
"meshes-CVIU11-3-503","supplementallad",409,"alg"
"meshes-CVIU11-3-512","supplementallad",5841,"alg"
"meshes-CVIU11-3-526","supplementallad",419,"alg"
"meshes-CVIU11-3-97","supplementallad",2535,"alg"
"meshes-CVIU11-5-102","supplementallad",190,"alg"
"meshes-CVIU11-5-191","supplementallad",531,"alg"
"meshes-CVIU11-5-464","supplementallad",285,"alg"
"phase-30-150-0.34-0.36-0.42-1","supplementallad",1740100,"alg"
"phase-30-150-0.34-0.36-0.42-2","supplementallad",126,"alg"
"phase-30-150-0.34-0.36-0.42-3","supplementallad",69745,"alg"
"phase-30-150-0.34-0.36-0.42-4","supplementallad",560,"alg"
"phase-30-150-0.34-0.36-0.42-5","supplementallad",19532,"alg"
"phase-30-150-0.34-0.36-0.42-6","supplementallad",24843239,"alg"
"phase-30-150-0.34-0.36-0.42-7","supplementallad",109604,"alg"
"phase-30-150-0.34-0.36-0.42-8","supplementallad",632,"alg"
"phase-30-150-0.38-0.38-0.44-1","supplementallad",1e+08,"alg"
"phase-30-150-0.38-0.38-0.44-2","supplementallad",11272427,"alg"
"phase-30-150-0.38-0.38-0.44-3","supplementallad",1e+08,"alg"
"phase-30-150-0.38-0.38-0.44-4","supplementallad",423544,"alg"
"phase-30-150-0.38-0.38-0.44-5","supplementallad",1e+08,"alg"
"phase-30-150-0.38-0.38-0.44-6","supplementallad",1e+08,"alg"
"phase-30-150-0.38-0.38-0.44-7","supplementallad",17938942,"alg"
"phase-30-150-0.38-0.38-0.44-8","supplementallad",1e+08,"alg"
"phase-30-150-0.40-0.46-0.48-1","supplementallad",10117299,"alg"
"phase-30-150-0.40-0.46-0.48-2","supplementallad",1e+08,"alg"
"phase-30-150-0.40-0.46-0.48-3","supplementallad",74738292,"alg"
"phase-30-150-0.40-0.46-0.48-4","supplementallad",1662,"alg"
"phase-30-150-0.40-0.46-0.48-5","supplementallad",333767,"alg"
"phase-30-150-0.40-0.46-0.48-6","supplementallad",1e+08,"alg"
"phase-30-150-0.40-0.46-0.48-7","supplementallad",19940,"alg"
"phase-30-150-0.40-0.46-0.48-8","supplementallad",1e+08,"alg"
"phase-30-150-0.42-0.46-0.50-1","supplementallad",17874077,"alg"
"phase-30-150-0.42-0.46-0.50-2","supplementallad",1e+08,"alg"
"phase-30-150-0.42-0.46-0.50-3","supplementallad",231249,"alg"
"phase-30-150-0.42-0.46-0.50-4","supplementallad",1e+08,"alg"
"phase-30-150-0.42-0.46-0.50-5","supplementallad",85258,"alg"
"phase-30-150-0.42-0.46-0.50-6","supplementallad",1e+08,"alg"
"phase-30-150-0.42-0.46-0.50-7","supplementallad",2777342,"alg"
"phase-30-150-0.42-0.46-0.50-8","supplementallad",7035,"alg"
"phase-30-150-0.44-0.46-0.50-1","supplementallad",1e+08,"alg"
"phase-30-150-0.44-0.46-0.50-2","supplementallad",1e+08,"alg"
"phase-30-150-0.44-0.46-0.50-3","supplementallad",25150157,"alg"
"phase-30-150-0.44-0.46-0.50-4","supplementallad",1659594,"alg"
"phase-30-150-0.44-0.46-0.50-5","supplementallad",1e+08,"alg"
"phase-30-150-0.44-0.46-0.50-6","supplementallad",91169406,"alg"
"phase-30-150-0.44-0.46-0.50-7","supplementallad",99395953,"alg"
"phase-30-150-0.44-0.46-0.50-8","supplementallad",103807,"alg"
"phase-30-150-0.46-0.50-0.52-1","supplementallad",1e+08,"alg"
"phase-30-150-0.46-0.50-0.52-2","supplementallad",40562136,"alg"
"phase-30-150-0.46-0.50-0.52-3","supplementallad",9922020,"alg"
"phase-30-150-0.46-0.50-0.52-4","supplementallad",9589104,"alg"
"phase-30-150-0.46-0.50-0.52-5","supplementallad",28408498,"alg"
"phase-30-150-0.46-0.50-0.52-6","supplementallad",32734,"alg"
"phase-30-150-0.46-0.50-0.52-7","supplementallad",48995,"alg"
"phase-30-150-0.46-0.50-0.52-8","supplementallad",1489193,"alg"
"phase-30-150-0.48-0.50-0.54-1","supplementallad",60143633,"alg"
"phase-30-150-0.48-0.50-0.54-2","supplementallad",26597539,"alg"
"phase-30-150-0.48-0.50-0.54-3","supplementallad",1e+08,"alg"
"phase-30-150-0.48-0.50-0.54-4","supplementallad",1e+08,"alg"
"phase-30-150-0.48-0.50-0.54-5","supplementallad",4061602,"alg"
"phase-30-150-0.48-0.50-0.54-6","supplementallad",70651351,"alg"
"phase-30-150-0.48-0.50-0.54-7","supplementallad",1e+08,"alg"
"phase-30-150-0.48-0.50-0.54-8","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-1","supplementallad",15607874,"alg"
"phase-30-150-0.50-0.52-0.54-2","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-3","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-4","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-5","supplementallad",30681535,"alg"
"phase-30-150-0.50-0.52-0.54-6","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-7","supplementallad",1e+08,"alg"
"phase-30-150-0.50-0.52-0.54-8","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-1","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-2","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-3","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-4","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-5","supplementallad",474404,"alg"
"phase-30-150-0.52-0.54-0.56-6","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-7","supplementallad",1e+08,"alg"
"phase-30-150-0.52-0.54-0.56-8","supplementallad",3611,"alg"
"phase-30-150-0.54-0.56-0.58-1","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-2","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-3","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-4","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-5","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-6","supplementallad",11795075,"alg"
"phase-30-150-0.54-0.56-0.58-7","supplementallad",1e+08,"alg"
"phase-30-150-0.54-0.56-0.58-8","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-1","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-2","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-3","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-4","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-5","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-6","supplementallad",6254527,"alg"
"phase-30-150-0.56-0.56-0.60-7","supplementallad",1e+08,"alg"
"phase-30-150-0.56-0.56-0.60-8","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-1","supplementallad",16779645,"alg"
"phase-30-150-0.60-0.58-0.62-2","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-3","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-4","supplementallad",4738316,"alg"
"phase-30-150-0.60-0.58-0.62-5","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-6","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-7","supplementallad",1e+08,"alg"
"phase-30-150-0.60-0.58-0.62-8","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-1","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-2","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-3","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-4","supplementallad",4622768,"alg"
"phase-30-150-0.64-0.62-0.64-5","supplementallad",19622616,"alg"
"phase-30-150-0.64-0.62-0.64-6","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-7","supplementallad",1e+08,"alg"
"phase-30-150-0.64-0.62-0.64-8","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-1","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-2","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-3","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-4","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-5","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-6","supplementallad",67258190,"alg"
"phase-30-150-0.66-0.64-0.66-7","supplementallad",1e+08,"alg"
"phase-30-150-0.66-0.64-0.66-8","supplementallad",1e+08,"alg"
"phase-30-150-0.68-0.64-0.68-1","supplementallad",1e+08,"alg"
"phase-30-150-0.68-0.64-0.68-2","supplementallad",1e+08,"alg"
"phase-30-150-0.68-0.64-0.68-3","supplementallad",55033430,"alg"
"phase-30-150-0.68-0.64-0.68-4","supplementallad",1e+08,"alg"
"phase-30-150-0.68-0.64-0.68-5","supplementallad",1e+08,"alg"
"phase-30-150-0.68-0.64-0.68-6","supplementallad",3737930,"alg"
"phase-30-150-0.68-0.64-0.68-7","supplementallad",24819278,"alg"
"phase-30-150-0.68-0.64-0.68-8","supplementallad",1e+08,"alg"
"phase-30-150-0.70-0.66-0.70-1","supplementallad",22620258,"alg"
"phase-30-150-0.70-0.66-0.70-2","supplementallad",1321894,"alg"
"phase-30-150-0.70-0.66-0.70-3","supplementallad",1e+08,"alg"
"phase-30-150-0.70-0.66-0.70-4","supplementallad",1e+08,"alg"
"phase-30-150-0.70-0.66-0.70-5","supplementallad",1e+08,"alg"
"phase-30-150-0.70-0.66-0.70-6","supplementallad",1e+08,"alg"
"phase-30-150-0.70-0.66-0.70-7","supplementallad",1043911,"alg"
"phase-30-150-0.70-0.66-0.70-8","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-1","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-2","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-3","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-4","supplementallad",3338706,"alg"
"phase-30-150-0.72-0.66-0.70-5","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-6","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-7","supplementallad",1e+08,"alg"
"phase-30-150-0.72-0.66-0.70-8","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-1","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-2","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-3","supplementallad",72846181,"alg"
"phase-30-150-0.74-0.68-0.70-4","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-5","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-6","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-7","supplementallad",1e+08,"alg"
"phase-30-150-0.74-0.68-0.70-8","supplementallad",1e+08,"alg"
"phase-30-150-0.76-0.70-0.72-1","supplementallad",1e+08,"alg"
"phase-30-150-0.76-0.70-0.72-2","supplementallad",1e+08,"alg"
"phase-30-150-0.76-0.70-0.72-3","supplementallad",1e+08,"alg"
"phase-30-150-0.76-0.70-0.72-4","supplementallad",3292751,"alg"
"phase-30-150-0.76-0.70-0.72-5","supplementallad",4787813,"alg"
"phase-30-150-0.76-0.70-0.72-6","supplementallad",1e+08,"alg"
"phase-30-150-0.76-0.70-0.72-7","supplementallad",1096,"alg"
"phase-30-150-0.76-0.70-0.72-8","supplementallad",67075165,"alg"
"phase-30-150-0.78-0.72-0.74-1","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-2","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-3","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-4","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-5","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-6","supplementallad",4141243,"alg"
"phase-30-150-0.78-0.72-0.74-7","supplementallad",1e+08,"alg"
"phase-30-150-0.78-0.72-0.74-8","supplementallad",8388259,"alg"
"phase-30-150-0.80-0.72-0.74-1","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-2","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-3","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-4","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-5","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-6","supplementallad",3360,"alg"
"phase-30-150-0.80-0.72-0.74-7","supplementallad",1e+08,"alg"
"phase-30-150-0.80-0.72-0.74-8","supplementallad",1e+08,"alg"
"phase-30-150-0.82-0.74-0.76-1","supplementallad",2715,"alg"
"phase-30-150-0.82-0.74-0.76-2","supplementallad",1e+08,"alg"
"phase-30-150-0.82-0.74-0.76-3","supplementallad",1e+08,"alg"
"phase-30-150-0.82-0.74-0.76-4","supplementallad",18508466,"alg"
"phase-30-150-0.82-0.74-0.76-5","supplementallad",1e+08,"alg"
"phase-30-150-0.82-0.74-0.76-6","supplementallad",1e+08,"alg"
"phase-30-150-0.82-0.74-0.76-7","supplementallad",9804743,"alg"
"phase-30-150-0.82-0.74-0.76-8","supplementallad",1312428,"alg"
"phase-30-150-0.84-0.74-0.76-1","supplementallad",21289,"alg"
"phase-30-150-0.84-0.74-0.76-2","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-3","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-4","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-5","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-6","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-7","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.74-0.76-8","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-1","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-2","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-3","supplementallad",28269,"alg"
"phase-30-150-0.84-0.76-0.76-4","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-5","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-6","supplementallad",1805960,"alg"
"phase-30-150-0.84-0.76-0.76-7","supplementallad",1e+08,"alg"
"phase-30-150-0.84-0.76-0.76-8","supplementallad",1e+08,"alg"
"phase-30-150-0.86-0.76-0.78-1","supplementallad",1e+08,"alg"
"phase-30-150-0.86-0.76-0.78-2","supplementallad",1e+08,"alg"
"phase-30-150-0.86-0.76-0.78-3","supplementallad",1e+08,"alg"
"phase-30-150-0.86-0.76-0.78-4","supplementallad",5244381,"alg"
"phase-30-150-0.86-0.76-0.78-5","supplementallad",1886321,"alg"
"phase-30-150-0.86-0.76-0.78-6","supplementallad",150638,"alg"
"phase-30-150-0.86-0.76-0.78-7","supplementallad",358107,"alg"
"phase-30-150-0.86-0.76-0.78-8","supplementallad",2830040,"alg"
"si2_r001_m200.00","supplementallad",18,"alg"
"si2_r001_m200.01","supplementallad",15,"alg"
"si2_r001_m200.02","supplementallad",21,"alg"
"si2_r001_m200.03","supplementallad",29,"alg"
"si2_r001_m200.04","supplementallad",9,"alg"
"si2_r001_m200.05","supplementallad",15,"alg"
"si2_r001_m200.06","supplementallad",12,"alg"
"si2_r001_m200.07","supplementallad",8,"alg"
"si2_r001_m200.08","supplementallad",18,"alg"
"si2_r001_m200.09","supplementallad",11,"alg"
"si2_r001_m400.00","supplementallad",1091,"alg"
"si2_r001_m400.01","supplementallad",528,"alg"
"si2_r001_m400.02","supplementallad",198,"alg"
"si2_r001_m400.03","supplementallad",5979,"alg"
"si2_r001_m400.04","supplementallad",215,"alg"
"si2_r001_m400.05","supplementallad",868,"alg"
"si2_r001_m400.06","supplementallad",45099,"alg"
"si2_r001_m400.07","supplementallad",577,"alg"
"si2_r001_m400.08","supplementallad",3527,"alg"
"si2_r001_m400.09","supplementallad",9081,"alg"
"si2_r001_m600.00","supplementallad",18970,"alg"
"si2_r001_m600.01","supplementallad",50034,"alg"
"si2_r001_m600.02","supplementallad",53937,"alg"
"si2_r001_m600.03","supplementallad",61233,"alg"
"si2_r001_m600.04","supplementallad",22765,"alg"
"si2_r001_m600.05","supplementallad",27081,"alg"
"si2_r001_m600.06","supplementallad",12059,"alg"
"si2_r001_m600.07","supplementallad",22347,"alg"
"si2_r001_m600.08","supplementallad",1e+08,"alg"
"si2_r001_m600.09","supplementallad",146103,"alg"
"si2_r005_m200.00","supplementallad",23184,"alg"
"si2_r005_m200.01","supplementallad",14436,"alg"
