"instance_id","solver","time","type"
"g25-g44","glasgow3",23,"alg"
"g25-g45","glasgow3",23,"alg"
"g25-g46","glasgow3",12,"alg"
"g25-g47","glasgow3",12,"alg"
"g25-g48","glasgow3",15,"alg"
"g25-g49","glasgow3",168400,"alg"
"g25-g50","glasgow3",172,"alg"
"g25-g51","glasgow3",276,"alg"
"g25-g54","glasgow3",18,"alg"
"g25-g56","glasgow3",20,"alg"
"g25-g60-normed","glasgow3",40055,"alg"
"g25-g63","glasgow3",58,"alg"
"g25-g64","glasgow3",27991,"alg"
"g25-g68","glasgow3",234,"alg"
"g25-g73-normed","glasgow3",4951,"alg"
"g25-g74","glasgow3",29,"alg"
"g25-g75","glasgow3",573,"alg"
"g25-g76","glasgow3",16440,"alg"
"g25-g77","glasgow3",112564,"alg"
"g25-g84","glasgow3",23389,"alg"
"g25-g93-normed","glasgow3",407798,"alg"
"g26-g110","glasgow3",3766,"alg"
"g26-g27","glasgow3",14,"alg"
"g26-g40","glasgow3",233,"alg"
"g26-g51","glasgow3",33,"alg"
"g26-g60-normed","glasgow3",139482,"alg"
"g26-g64","glasgow3",1e+08,"alg"
"g26-g73-normed","glasgow3",337615,"alg"
"g26-g75","glasgow3",603,"alg"
"g26-g76","glasgow3",16528,"alg"
"g26-g77","glasgow3",111767,"alg"
"g26-g84","glasgow3",23362,"alg"
"g26-g93-normed","glasgow3",421387,"alg"
"g27-g50","glasgow3",10376,"alg"
"g27-g64","glasgow3",6535,"alg"
"g27-g73-normed","glasgow3",171,"alg"
"g27-g76","glasgow3",16652,"alg"
"g27-g77","glasgow3",111901,"alg"
"g27-g84","glasgow3",23479,"alg"
"g27-g93-normed","glasgow3",412337,"alg"
"g28-g103","glasgow3",485,"alg"
"g28-g104","glasgow3",1e+08,"alg"
"g28-g105","glasgow3",1e+08,"alg"
"g28-g106","glasgow3",1e+08,"alg"
"g28-g107","glasgow3",1e+08,"alg"
"g28-g108","glasgow3",1e+08,"alg"
"g28-g110","glasgow3",2550,"alg"
"g28-g111","glasgow3",1e+08,"alg"
"g28-g112","glasgow3",7673,"alg"
"g28-g29","glasgow3",12,"alg"
"g28-g30","glasgow3",13,"alg"
"g28-g31","glasgow3",16,"alg"
"g28-g37","glasgow3",1e+08,"alg"
"g28-g38","glasgow3",2,"alg"
"g28-g40","glasgow3",207,"alg"
"g28-g43","glasgow3",1e+08,"alg"
"g28-g44","glasgow3",21,"alg"
"g28-g45","glasgow3",20,"alg"
"g28-g46","glasgow3",13,"alg"
"g28-g47","glasgow3",13,"alg"
"g28-g48","glasgow3",15,"alg"
"g28-g49","glasgow3",1e+08,"alg"
"g28-g50","glasgow3",169,"alg"
"g28-g51","glasgow3",1e+08,"alg"
"g28-g52","glasgow3",17,"alg"
"g28-g53","glasgow3",600,"alg"
"g28-g54","glasgow3",29,"alg"
"g28-g55","glasgow3",1189,"alg"
"g28-g56","glasgow3",30,"alg"
"g28-g58-normed","glasgow3",1e+08,"alg"
"g28-g59-normed","glasgow3",1e+08,"alg"
"g28-g60-normed","glasgow3",223301,"alg"
"g28-g62","glasgow3",67,"alg"
"g28-g63","glasgow3",1e+08,"alg"
"g28-g64","glasgow3",904,"alg"
"g28-g65","glasgow3",656,"alg"
"g28-g66-normed","glasgow3",734,"alg"
"g28-g68","glasgow3",193,"alg"
"g28-g71","glasgow3",23,"alg"
"g28-g72","glasgow3",11,"alg"
"g28-g73-normed","glasgow3",12826,"alg"
"g28-g74","glasgow3",36,"alg"
"g28-g75","glasgow3",568,"alg"
"g28-g77","glasgow3",112157,"alg"
"g28-g78","glasgow3",121,"alg"
"g28-g79","glasgow3",1824,"alg"
"g28-g81","glasgow3",241,"alg"
"g28-g82-normed","glasgow3",241,"alg"
"g28-g88","glasgow3",195,"alg"
"g28-g91","glasgow3",662,"alg"
"g28-g92","glasgow3",627,"alg"
"g28-g93-normed","glasgow3",399712,"alg"
"g28-g96","glasgow3",661,"alg"
"g28-g98","glasgow3",795,"alg"
"g28-g99","glasgow3",795,"alg"
"g29-g110","glasgow3",2483,"alg"
"g29-g40","glasgow3",1e+08,"alg"
"g29-g50","glasgow3",236,"alg"
"g29-g64","glasgow3",1e+08,"alg"
"g29-g73-normed","glasgow3",63,"alg"
"g29-g76","glasgow3",16585,"alg"
"g29-g77","glasgow3",112085,"alg"
"g29-g84","glasgow3",23654,"alg"
"g29-g93-normed","glasgow3",473665,"alg"
"g3-g101","glasgow3",187,"alg"
"g3-g102","glasgow3",242,"alg"
"g3-g103","glasgow3",434,"alg"
"g3-g104","glasgow3",2474,"alg"
"g3-g105","glasgow3",2622,"alg"
"g3-g106","glasgow3",3985,"alg"
"g3-g107","glasgow3",4121,"alg"
"g3-g108","glasgow3",3657,"alg"
"g3-g109","glasgow3",921,"alg"
"g3-g11","glasgow3",1,"alg"
"g3-g110","glasgow3",3507,"alg"
"g3-g111","glasgow3",5943,"alg"
"g3-g112","glasgow3",7828,"alg"
"g3-g12","glasgow3",1,"alg"
"g3-g16","glasgow3",3,"alg"
"g3-g19","glasgow3",2,"alg"
"g3-g22","glasgow3",2,"alg"
"g3-g26","glasgow3",3,"alg"
"g3-g33","glasgow3",7,"alg"
"g3-g36","glasgow3",3,"alg"
"g3-g38","glasgow3",2,"alg"
"g3-g39","glasgow3",7,"alg"
"g3-g41","glasgow3",8,"alg"
"g3-g49","glasgow3",9,"alg"
"g3-g52","glasgow3",13,"alg"
"g3-g53","glasgow3",325,"alg"
"g3-g54","glasgow3",17,"alg"
"g3-g55","glasgow3",17,"alg"
"g3-g56","glasgow3",18,"alg"
"g3-g58-normed","glasgow3",14,"alg"
"g3-g61","glasgow3",24,"alg"
"g3-g62","glasgow3",60,"alg"
"g3-g63","glasgow3",43,"alg"
"g3-g65","glasgow3",84,"alg"
"g3-g66-normed","glasgow3",130,"alg"
"g3-g69","glasgow3",55,"alg"
"g3-g7","glasgow3",0,"alg"
"g3-g71","glasgow3",57,"alg"
"g3-g74","glasgow3",41,"alg"
"g3-g75","glasgow3",799,"alg"
"g3-g76","glasgow3",16469,"alg"
"g3-g77","glasgow3",111920,"alg"
"g3-g78","glasgow3",113,"alg"
"g3-g79","glasgow3",54,"alg"
"g3-g81","glasgow3",202,"alg"
"g3-g82-normed","glasgow3",209,"alg"
"g3-g83","glasgow3",80,"alg"
"g3-g84","glasgow3",23301,"alg"
"g3-g87","glasgow3",170,"alg"
"g3-g88","glasgow3",178,"alg"
"g3-g89","glasgow3",42,"alg"
"g3-g90","glasgow3",104,"alg"
"g3-g91","glasgow3",446,"alg"
"g3-g92","glasgow3",761,"alg"
"g3-g93-normed","glasgow3",399739,"alg"
"g3-g94","glasgow3",346,"alg"
"g3-g95","glasgow3",557,"alg"
"g3-g96","glasgow3",482,"alg"
"g3-g97","glasgow3",580,"alg"
"g3-g98","glasgow3",705,"alg"
"g3-g99","glasgow3",671,"alg"
"g30-g32","glasgow3",801,"alg"
"g30-g40","glasgow3",286,"alg"
"g30-g77","glasgow3",112319,"alg"
"g30-g84","glasgow3",23603,"alg"
"g30-g93-normed","glasgow3",400530,"alg"
"g31-g40","glasgow3",1e+08,"alg"
"g31-g50","glasgow3",202,"alg"
"g31-g64","glasgow3",1e+08,"alg"
"g31-g76","glasgow3",16610,"alg"
"g31-g77","glasgow3",112033,"alg"
"g31-g84","glasgow3",23719,"alg"
"g31-g93-normed","glasgow3",468769,"alg"
"g32-g76","glasgow3",17292,"alg"
"g32-g77","glasgow3",112864,"alg"
"g32-g84","glasgow3",24358,"alg"
"g32-g93-normed","glasgow3",408354,"alg"
"g33-g104","glasgow3",4168,"alg"
"g33-g105","glasgow3",4186,"alg"
"g33-g106","glasgow3",7955,"alg"
"g33-g107","glasgow3",12650,"alg"
"g33-g108","glasgow3",10711,"alg"
"g33-g110","glasgow3",2665,"alg"
"g33-g111","glasgow3",10200,"alg"
"g33-g112","glasgow3",1815,"alg"
"g33-g37","glasgow3",67,"alg"
"g33-g40","glasgow3",229,"alg"
"g33-g43","glasgow3",23,"alg"
"g33-g44","glasgow3",48264,"alg"
"g33-g45","glasgow3",43259,"alg"
"g33-g46","glasgow3",42,"alg"
"g33-g47","glasgow3",44,"alg"
"g33-g48","glasgow3",62,"alg"
"g33-g49","glasgow3",1714593,"alg"
"g33-g50","glasgow3",1e+08,"alg"
"g33-g51","glasgow3",26,"alg"
"g33-g53","glasgow3",50,"alg"
"g33-g58-normed","glasgow3",21,"alg"
"g33-g59-normed","glasgow3",20,"alg"
"g33-g60-normed","glasgow3",1e+08,"alg"
"g33-g63","glasgow3",6658,"alg"
"g33-g64","glasgow3",1169,"alg"
"g33-g68","glasgow3",1048441,"alg"
"g33-g73-normed","glasgow3",1e+08,"alg"
"g33-g76","glasgow3",16430,"alg"
"g33-g77","glasgow3",111690,"alg"
"g33-g84","glasgow3",23332,"alg"
"g33-g91","glasgow3",115,"alg"
"g33-g92","glasgow3",124,"alg"
"g33-g93-normed","glasgow3",1e+08,"alg"
"g34-g101","glasgow3",243,"alg"
"g34-g102","glasgow3",292,"alg"
"g34-g103","glasgow3",484,"alg"
"g34-g104","glasgow3",86541452,"alg"
"g34-g105","glasgow3",86124141,"alg"
"g34-g106","glasgow3",1e+08,"alg"
"g34-g107","glasgow3",1e+08,"alg"
"g34-g108","glasgow3",1e+08,"alg"
"g34-g109","glasgow3",1426,"alg"
"g34-g110","glasgow3",3136638,"alg"
"g34-g111","glasgow3",1e+08,"alg"
"g34-g112","glasgow3",5426,"alg"
"g34-g35","glasgow3",11,"alg"
"g34-g36","glasgow3",11,"alg"
"g34-g37","glasgow3",1218340,"alg"
"g34-g38","glasgow3",9,"alg"
"g34-g39","glasgow3",12,"alg"
"g34-g40","glasgow3",217,"alg"
"g34-g41","glasgow3",31,"alg"
"g34-g42","glasgow3",185,"alg"
"g34-g43","glasgow3",20,"alg"
"g34-g44","glasgow3",21,"alg"
"g34-g45","glasgow3",21,"alg"
"g34-g46","glasgow3",1e+08,"alg"
"g34-g47","glasgow3",1e+08,"alg"
"g34-g48","glasgow3",1e+08,"alg"
"g34-g49","glasgow3",1e+08,"alg"
"g34-g50","glasgow3",1e+08,"alg"
"g34-g51","glasgow3",14,"alg"
"g34-g52","glasgow3",8,"alg"
"g34-g53","glasgow3",13986,"alg"
"g34-g54","glasgow3",1e+08,"alg"
"g34-g55","glasgow3",870,"alg"
"g34-g56","glasgow3",1e+08,"alg"
"g34-g58-normed","glasgow3",13,"alg"
"g34-g59-normed","glasgow3",13,"alg"
"g34-g60-normed","glasgow3",1e+08,"alg"
"g34-g61","glasgow3",139,"alg"
"g34-g62","glasgow3",79,"alg"
"g34-g63","glasgow3",1533272,"alg"
"g34-g64","glasgow3",10803,"alg"
"g34-g65","glasgow3",869,"alg"
"g34-g66-normed","glasgow3",946,"alg"
"g34-g67","glasgow3",27,"alg"
"g34-g68","glasgow3",230,"alg"
"g34-g69","glasgow3",648,"alg"
"g34-g71","glasgow3",641,"alg"
"g34-g72","glasgow3",19,"alg"
"g34-g73-normed","glasgow3",1e+08,"alg"
"g34-g74","glasgow3",38,"alg"
"g34-g75","glasgow3",1e+08,"alg"
"g34-g76","glasgow3",16561,"alg"
"g34-g77","glasgow3",111773,"alg"
"g34-g78","glasgow3",15185451,"alg"
"g34-g79","glasgow3",350907,"alg"
"g34-g81","glasgow3",830,"alg"
"g34-g82-normed","glasgow3",837,"alg"
"g34-g87","glasgow3",52687569,"alg"
"g34-g88","glasgow3",1e+08,"alg"
"g34-g89","glasgow3",71,"alg"
"g34-g90","glasgow3",42766,"alg"
"g34-g91","glasgow3",346,"alg"
"g34-g92","glasgow3",385,"alg"
"g34-g93-normed","glasgow3",399495,"alg"
"g34-g94","glasgow3",235273,"alg"
"g34-g95","glasgow3",124,"alg"
"g34-g96","glasgow3",130,"alg"
"g34-g97","glasgow3",130,"alg"
"g34-g98","glasgow3",467,"alg"
"g34-g99","glasgow3",480,"alg"
"g35-g102","glasgow3",319,"alg"
"g35-g103","glasgow3",514,"alg"
"g35-g104","glasgow3",94382624,"alg"
"g35-g105","glasgow3",94197598,"alg"
"g35-g106","glasgow3",1e+08,"alg"
"g35-g107","glasgow3",1e+08,"alg"
"g35-g108","glasgow3",1e+08,"alg"
"g35-g110","glasgow3",4097,"alg"
"g35-g111","glasgow3",1e+08,"alg"
"g35-g112","glasgow3",22397,"alg"
"g35-g37","glasgow3",4315,"alg"
"g35-g40","glasgow3",1e+08,"alg"
"g35-g42","glasgow3",12,"alg"
"g35-g43","glasgow3",22,"alg"
"g35-g44","glasgow3",28,"alg"
"g35-g45","glasgow3",28,"alg"
"g35-g46","glasgow3",34,"alg"
"g35-g47","glasgow3",44,"alg"
"g35-g48","glasgow3",36,"alg"
"g35-g49","glasgow3",1e+08,"alg"
"g35-g50","glasgow3",1e+08,"alg"
"g35-g51","glasgow3",17,"alg"
"g35-g53","glasgow3",42,"alg"
"g35-g58-normed","glasgow3",13,"alg"
"g35-g59-normed","glasgow3",15,"alg"
"g35-g60-normed","glasgow3",1e+08,"alg"
"g35-g63","glasgow3",1154558,"alg"
"g35-g64","glasgow3",1015,"alg"
"g35-g68","glasgow3",9039,"alg"
"g35-g72","glasgow3",13,"alg"
"g35-g73-normed","glasgow3",1e+08,"alg"
"g35-g76","glasgow3",16562,"alg"
"g35-g77","glasgow3",111714,"alg"
"g35-g84","glasgow3",23399,"alg"
"g35-g91","glasgow3",1564,"alg"
"g35-g92","glasgow3",1218,"alg"
"g35-g93-normed","glasgow3",452797,"alg"
"g35-g95","glasgow3",120,"alg"
"g35-g96","glasgow3",122,"alg"
"g35-g97","glasgow3",119,"alg"
"g35-g98","glasgow3",717,"alg"
"g35-g99","glasgow3",724,"alg"
"g36-g102","glasgow3",352,"alg"
"g36-g103","glasgow3",542,"alg"
"g36-g104","glasgow3",512832,"alg"
"g36-g105","glasgow3",512929,"alg"
"g36-g106","glasgow3",21398213,"alg"
"g36-g107","glasgow3",3295002,"alg"
"g36-g108","glasgow3",15966003,"alg"
"g36-g110","glasgow3",6281,"alg"
"g36-g111","glasgow3",21476899,"alg"
"g36-g112","glasgow3",4009,"alg"
"g36-g37","glasgow3",120,"alg"
"g36-g38","glasgow3",6,"alg"
"g36-g40","glasgow3",231,"alg"
"g36-g41","glasgow3",11,"alg"
"g36-g42","glasgow3",8,"alg"
"g36-g43","glasgow3",18,"alg"
"g36-g44","glasgow3",56,"alg"
"g36-g45","glasgow3",34,"alg"
"g36-g46","glasgow3",53,"alg"
"g36-g47","glasgow3",53,"alg"
"g36-g48","glasgow3",82,"alg"
"g36-g49","glasgow3",30,"alg"
"g36-g50","glasgow3",1e+08,"alg"
"g36-g51","glasgow3",19,"alg"
"g36-g52","glasgow3",5,"alg"
"g36-g53","glasgow3",68,"alg"
"g36-g54","glasgow3",51,"alg"
"g36-g55","glasgow3",60,"alg"
"g36-g56","glasgow3",52,"alg"
"g36-g58-normed","glasgow3",18,"alg"
"g36-g59-normed","glasgow3",27,"alg"
"g36-g60-normed","glasgow3",1e+08,"alg"
"g36-g62","glasgow3",41,"alg"
"g36-g63","glasgow3",58558,"alg"
"g36-g64","glasgow3",1e+08,"alg"
"g36-g65","glasgow3",187,"alg"
"g36-g66-normed","glasgow3",151,"alg"
"g36-g68","glasgow3",66021,"alg"
"g36-g69","glasgow3",62,"alg"
"g36-g71","glasgow3",51,"alg"
"g36-g72","glasgow3",13,"alg"
"g36-g73-normed","glasgow3",1e+08,"alg"
"g36-g74","glasgow3",33,"alg"
"g36-g75","glasgow3",621,"alg"
"g36-g76","glasgow3",16605,"alg"
"g36-g77","glasgow3",111739,"alg"
"g36-g78","glasgow3",286,"alg"
"g36-g79","glasgow3",62,"alg"
"g36-g81","glasgow3",269,"alg"
"g36-g82-normed","glasgow3",268,"alg"
"g36-g83","glasgow3",175,"alg"
"g36-g84","glasgow3",23407,"alg"
"g36-g87","glasgow3",399,"alg"
"g36-g88","glasgow3",584,"alg"
"g36-g90","glasgow3",204,"alg"
"g36-g91","glasgow3",197,"alg"
"g36-g92","glasgow3",214,"alg"
"g36-g93-normed","glasgow3",1e+08,"alg"
"g36-g94","glasgow3",1310,"alg"
"g36-g95","glasgow3",118,"alg"
"g36-g96","glasgow3",121,"alg"
"g36-g97","glasgow3",119,"alg"
"g36-g98","glasgow3",233,"alg"
"g36-g99","glasgow3",233,"alg"
"g37-g104","glasgow3",385,"alg"
"g37-g105","glasgow3",386,"alg"
"g37-g106","glasgow3",3058,"alg"
"g37-g107","glasgow3",1233,"alg"
"g37-g108","glasgow3",1441,"alg"
"g37-g110","glasgow3",2780,"alg"
"g37-g111","glasgow3",4499,"alg"
"g37-g40","glasgow3",1e+08,"alg"
"g37-g43","glasgow3",13,"alg"
"g37-g44","glasgow3",70,"alg"
"g37-g45","glasgow3",58,"alg"
"g37-g46","glasgow3",74,"alg"
"g37-g47","glasgow3",74,"alg"
"g37-g48","glasgow3",83,"alg"
"g37-g49","glasgow3",16,"alg"
"g37-g50","glasgow3",1e+08,"alg"
"g37-g51","glasgow3",19,"alg"
"g37-g56","glasgow3",20,"alg"
"g37-g60-normed","glasgow3",52,"alg"
"g37-g63","glasgow3",740,"alg"
"g37-g64","glasgow3",1e+08,"alg"
"g37-g68","glasgow3",241216,"alg"
"g37-g73-normed","glasgow3",88,"alg"
"g37-g74","glasgow3",36,"alg"
"g37-g75","glasgow3",572,"alg"
"g37-g76","glasgow3",16503,"alg"
"g37-g77","glasgow3",111698,"alg"
"g37-g78","glasgow3",97,"alg"
"g37-g84","glasgow3",23452,"alg"
"g37-g87","glasgow3",79,"alg"
"g37-g88","glasgow3",88,"alg"
"g37-g93-normed","glasgow3",1e+08,"alg"
"g38-g110","glasgow3",3613,"alg"
"g38-g112","glasgow3",5062,"alg"
"g38-g40","glasgow3",217,"alg"
"g38-g43","glasgow3",12,"alg"
"g38-g44","glasgow3",30,"alg"
"g38-g45","glasgow3",29,"alg"
"g38-g50","glasgow3",183,"alg"
"g38-g51","glasgow3",21,"alg"
"g38-g60-normed","glasgow3",28465,"alg"
"g38-g64","glasgow3",1320,"alg"
"g38-g68","glasgow3",299,"alg"
"g38-g73-normed","glasgow3",537377,"alg"
"g38-g75","glasgow3",617,"alg"
"g38-g76","glasgow3",16587,"alg"
"g38-g77","glasgow3",111747,"alg"
"g38-g84","glasgow3",1e+08,"alg"
"g38-g93-normed","glasgow3",400343,"alg"
"g39-g101","glasgow3",266,"alg"
"g39-g102","glasgow3",315,"alg"
"g39-g103","glasgow3",531,"alg"
"g39-g104","glasgow3",3778,"alg"
"g39-g105","glasgow3",3823,"alg"
"g39-g106","glasgow3",77425,"alg"
"g39-g107","glasgow3",13782,"alg"
"g39-g108","glasgow3",41608,"alg"
"g39-g109","glasgow3",1091,"alg"
"g39-g110","glasgow3",2667,"alg"
"g39-g111","glasgow3",79417,"alg"
"g39-g112","glasgow3",11619,"alg"
"g39-g40","glasgow3",251,"alg"
"g39-g41","glasgow3",10,"alg"
"g39-g42","glasgow3",17,"alg"
"g39-g43","glasgow3",26,"alg"
"g39-g44","glasgow3",34,"alg"
"g39-g45","glasgow3",28,"alg"
"g39-g46","glasgow3",62,"alg"
"g39-g47","glasgow3",104,"alg"
"g39-g48","glasgow3",107,"alg"
"g39-g49","glasgow3",1e+08,"alg"
"g39-g50","glasgow3",338562,"alg"
"g39-g51","glasgow3",17,"alg"
"g39-g53","glasgow3",36,"alg"
"g39-g58-normed","glasgow3",21,"alg"
"g39-g59-normed","glasgow3",21,"alg"
"g39-g60-normed","glasgow3",1e+08,"alg"
"g39-g63","glasgow3",26251,"alg"
"g39-g64","glasgow3",1064,"alg"
"g39-g65","glasgow3",182,"alg"
"g39-g66-normed","glasgow3",242,"alg"
"g39-g69","glasgow3",51,"alg"
"g39-g71","glasgow3",52,"alg"
"g39-g72","glasgow3",16,"alg"
"g39-g73-normed","glasgow3",1e+08,"alg"
"g39-g76","glasgow3",16421,"alg"
"g39-g77","glasgow3",111750,"alg"
"g39-g81","glasgow3",297,"alg"
"g39-g82-normed","glasgow3",438,"alg"
"g39-g84","glasgow3",23345,"alg"
"g39-g91","glasgow3",952,"alg"
"g39-g92","glasgow3",711,"alg"
"g39-g93-normed","glasgow3",399772,"alg"
"g39-g95","glasgow3",118,"alg"
"g39-g96","glasgow3",120,"alg"
"g39-g97","glasgow3",141,"alg"
"g39-g98","glasgow3",419,"alg"
"g39-g99","glasgow3",425,"alg"
"g4-g103","glasgow3",430,"alg"
"g4-g104","glasgow3",870,"alg"
"g4-g105","glasgow3",881,"alg"
"g4-g106","glasgow3",1830,"alg"
"g4-g107","glasgow3",2139,"alg"
"g4-g108","glasgow3",2486,"alg"
"g4-g110","glasgow3",2379,"alg"
"g4-g111","glasgow3",2725,"alg"
"g4-g112","glasgow3",1803,"alg"
"g4-g20","glasgow3",15,"alg"
"g4-g42","glasgow3",5,"alg"
"g4-g60-normed","glasgow3",72,"alg"
"g4-g63","glasgow3",128,"alg"
"g4-g64","glasgow3",14650,"alg"
"g4-g68","glasgow3",289,"alg"
"g4-g76","glasgow3",16401,"alg"
"g4-g77","glasgow3",112003,"alg"
"g4-g84","glasgow3",23276,"alg"
"g4-g93-normed","glasgow3",403319,"alg"
"g40-g64","glasgow3",1117,"alg"
"g40-g76","glasgow3",16861,"alg"
"g40-g77","glasgow3",112275,"alg"
"g40-g84","glasgow3",24124,"alg"
"g40-g93-normed","glasgow3",409089,"alg"
"g41-g103","glasgow3",527,"alg"
"g41-g104","glasgow3",3017,"alg"
"g41-g105","glasgow3",3044,"alg"
"g41-g106","glasgow3",12954,"alg"
"g41-g107","glasgow3",6669,"alg"
"g41-g108","glasgow3",9124,"alg"
"g41-g110","glasgow3",2731,"alg"
"g41-g111","glasgow3",15240,"alg"
"g41-g112","glasgow3",2895,"alg"
"g41-g42","glasgow3",9,"alg"
"g41-g43","glasgow3",28,"alg"
"g41-g44","glasgow3",34,"alg"
"g41-g45","glasgow3",35,"alg"
"g41-g46","glasgow3",62,"alg"
"g41-g47","glasgow3",65,"alg"
"g41-g48","glasgow3",101,"alg"
"g41-g49","glasgow3",1e+08,"alg"
"g41-g50","glasgow3",1e+08,"alg"
"g41-g51","glasgow3",19,"alg"
"g41-g53","glasgow3",41,"alg"
"g41-g58-normed","glasgow3",26,"alg"
"g41-g59-normed","glasgow3",17,"alg"
"g41-g60-normed","glasgow3",20426404,"alg"
"g41-g63","glasgow3",12251,"alg"
"g41-g64","glasgow3",1e+08,"alg"
"g41-g68","glasgow3",1e+08,"alg"
"g41-g71","glasgow3",64,"alg"
"g41-g73-normed","glasgow3",1e+08,"alg"
"g41-g76","glasgow3",16482,"alg"
"g41-g77","glasgow3",111801,"alg"
"g41-g84","glasgow3",23345,"alg"
"g41-g91","glasgow3",117,"alg"
"g41-g92","glasgow3",128,"alg"
"g41-g93-normed","glasgow3",1e+08,"alg"
"g41-g96","glasgow3",120,"alg"
"g41-g98","glasgow3",131,"alg"
"g41-g99","glasgow3",131,"alg"
"g42-g103","glasgow3",543,"alg"
"g42-g104","glasgow3",1535,"alg"
"g42-g105","glasgow3",1564,"alg"
"g42-g106","glasgow3",3415,"alg"
"g42-g107","glasgow3",5570,"alg"
"g42-g108","glasgow3",6497,"alg"
"g42-g110","glasgow3",2742,"alg"
"g42-g111","glasgow3",4836,"alg"
"g42-g112","glasgow3",2876,"alg"
"g42-g43","glasgow3",28,"alg"
"g42-g44","glasgow3",36,"alg"
"g42-g45","glasgow3",35,"alg"
"g42-g49","glasgow3",1e+08,"alg"
"g42-g50","glasgow3",1e+08,"alg"
"g42-g51","glasgow3",27,"alg"
"g42-g60-normed","glasgow3",126,"alg"
"g42-g63","glasgow3",299,"alg"
"g42-g64","glasgow3",1e+08,"alg"
"g42-g68","glasgow3",1510,"alg"
"g42-g73-normed","glasgow3",1e+08,"alg"
"g42-g76","glasgow3",16489,"alg"
"g42-g77","glasgow3",111948,"alg"
"g42-g84","glasgow3",23375,"alg"
"g42-g93-normed","glasgow3",437006,"alg"
"g43-g110","glasgow3",3905,"alg"
"g43-g50","glasgow3",1e+08,"alg"
"g43-g64","glasgow3",51248,"alg"
"g43-g68","glasgow3",496,"alg"
"g43-g73-normed","glasgow3",139,"alg"
"g43-g76","glasgow3",16641,"alg"
"g43-g77","glasgow3",112447,"alg"
"g43-g84","glasgow3",23439,"alg"
"g43-g93-normed","glasgow3",420720,"alg"
"g44-g110","glasgow3",6608,"alg"
"g44-g50","glasgow3",325,"alg"
"g44-g60-normed","glasgow3",85,"alg"
"g44-g64","glasgow3",1e+08,"alg"
"g44-g73-normed","glasgow3",171,"alg"
"g44-g75","glasgow3",767,"alg"
"g44-g76","glasgow3",16898,"alg"
"g44-g77","glasgow3",111908,"alg"
"g44-g84","glasgow3",23722,"alg"
"g44-g93-normed","glasgow3",457865,"alg"
"g45-g77","glasgow3",111828,"alg"
"g45-g84","glasgow3",23656,"alg"
"g45-g93-normed","glasgow3",400925,"alg"
"g46-g110","glasgow3",2701,"alg"
"g46-g48","glasgow3",63,"alg"
"g46-g50","glasgow3",210,"alg"
"g46-g60-normed","glasgow3",35,"alg"
"g46-g63","glasgow3",59,"alg"
"g46-g64","glasgow3",1e+08,"alg"
"g46-g68","glasgow3",2388,"alg"
"g46-g73-normed","glasgow3",127,"alg"
"g46-g76","glasgow3",16637,"alg"
"g46-g77","glasgow3",112137,"alg"
"g46-g84","glasgow3",23673,"alg"
"g46-g93-normed","glasgow3",1e+08,"alg"
"g47-g68","glasgow3",633,"alg"
"g47-g77","glasgow3",111835,"alg"
"g47-g84","glasgow3",23628,"alg"
"g47-g93-normed","glasgow3",401339,"alg"
"g48-g110","glasgow3",2653,"alg"
"g48-g50","glasgow3",272,"alg"
"g48-g60-normed","glasgow3",33,"alg"
"g48-g64","glasgow3",1e+08,"alg"
"g48-g68","glasgow3",2420,"alg"
"g48-g73-normed","glasgow3",72,"alg"
"g48-g76","glasgow3",16776,"alg"
"g48-g77","glasgow3",111877,"alg"
"g48-g84","glasgow3",23698,"alg"
"g48-g93-normed","glasgow3",1e+08,"alg"
"g49-g110","glasgow3",2537,"alg"
"g49-g50","glasgow3",1e+08,"alg"
"g49-g60-normed","glasgow3",43,"alg"
"g49-g64","glasgow3",75501,"alg"
"g49-g68","glasgow3",574,"alg"
"g49-g73-normed","glasgow3",75,"alg"
"g49-g76","glasgow3",16528,"alg"
"g49-g77","glasgow3",112223,"alg"
"g49-g84","glasgow3",23504,"alg"
"g49-g93-normed","glasgow3",427389,"alg"
"g5-g103","glasgow3",443,"alg"
"g5-g104","glasgow3",1414,"alg"
"g5-g105","glasgow3",1428,"alg"
"g5-g106","glasgow3",10004,"alg"
"g5-g107","glasgow3",3426,"alg"
"g5-g108","glasgow3",4504,"alg"
"g5-g110","glasgow3",2380,"alg"
"g5-g111","glasgow3",11676,"alg"
"g5-g112","glasgow3",11314,"alg"
"g5-g37","glasgow3",6,"alg"
"g5-g53","glasgow3",129,"alg"
"g5-g58-normed","glasgow3",15,"alg"
"g5-g76","glasgow3",16383,"alg"
"g5-g77","glasgow3",111892,"alg"
"g5-g84","glasgow3",23334,"alg"
"g5-g92","glasgow3",580,"alg"
"g5-g93-normed","glasgow3",399734,"alg"
"g5-g96","glasgow3",287,"alg"
"g5-g97","glasgow3",222,"alg"
"g5-g98","glasgow3",311,"alg"
"g5-g99","glasgow3",310,"alg"
"g50-g64","glasgow3",1567,"alg"
"g50-g76","glasgow3",16816,"alg"
"g50-g77","glasgow3",112154,"alg"
"g50-g84","glasgow3",23988,"alg"
"g50-g93-normed","glasgow3",410389,"alg"
"g6-g103","glasgow3",435,"alg"
"g6-g104","glasgow3",1614,"alg"
"g6-g105","glasgow3",1632,"alg"
"g6-g106","glasgow3",5814,"alg"
